"","header","link","desc","date","author"
"281","U.S. to Send Arms to Ukraine, as Russia Intensifies Campaign of Destruction","/2022/03/12/world/europe/ukraine-russia-kyiv.html?searchResultPosition=1","A defiant mayor of a captured city was kidnapped by Russian troops, Ukrainian authorities say, an act that prompted hundreds to protest.",2022-03-12,"Marc Santora, Michael Schwirtz and Michael Levenson"
"282","In a Kyiv Basement, 19 Surrogate Babies Are Trapped by War but Kept Alive by Nannies","/2022/03/12/world/europe/ukraine-surrogate-mothers-babies.html?searchResultPosition=2","Some surrogate mothers are trapped by the fighting as their due dates near. And newborns face uncertain fates, with many biological parents now unable to travel to Ukraine.",2022-03-12,"Andrew E. Kramer, Maria Varenikova and Lynsey Addario"
"283","Russian Airstrike at NATO’s Doorstep Raises Fears of Expanded War","/2022/03/13/world/europe/russian-airstrike-poland-ukraine-nato.html?searchResultPosition=3","Russian missiles hit a military base being used to train foreign volunteers who want to help Ukraine repel the invasion, killing a reported 35 people just 11 miles from the Polish border.",2022-03-13,"Marc Santora, Jack Nicas and Eric Schmitt"
"284","Booms, Smoke and Fire Signal Horror of Russian Attack on Base","/2022/03/13/world/europe/russia-ukraine-military-base-attack.html?searchResultPosition=4","Residents of a town near Poland’s border awoke to frightful sounds and an awareness they were no longer safe.",2022-03-13,"Valerie Hopkins and Yousur Al-Hlou"
"285","Pandemic Fears Give Way to a Rush for Bomb Shelters","/2022/03/12/world/europe/ukraine-europe-nuclear-war-anxiety.html?searchResultPosition=5","Since Vladimir Putin’s invasion of Ukraine, European anxiety has shifted from Covid to nuclear annihilation. Bunkers, survival guides and iodine pills are flying off the shelves.",2022-03-12,"Jason Horowitz"
"286","The base attacked in western Ukraine has been a hub for foreign militaries.","/2022/03/13/world/europe/yavoriv-military-base-ukraine.html?searchResultPosition=6","The base outside Lviv that was attacked by Russian forces early on Sunday was a key link between Ukraine’s armed forces and Western militaries before the war.",2022-03-13,"Austin Ramzy"
"287","With Bombings and a Funeral, the War Arrives in Ukraine’s West","/2022/03/12/world/europe/ukraine-lutsk-ivano-frankivsk-russian-attacks.html?searchResultPosition=7","Western Ukraine has been a safe haven for Ukrainian refugees, as well as businessmen, journalists and diplomats. But attacks in two cities pierced the sense of security in the region.",2022-03-12,"Valerie Hopkins"
"288","Brent Renaud, an American journalist, is killed in Ukraine.","/2022/03/13/world/europe/brent-renaud-irpin.html?searchResultPosition=8","An award-winning filmmaker and journalist, Mr. Renaud, 50, was killed while reporting in a suburb of Kyiv. Another journalist was wounded.",2022-03-13,"Michael Schwirtz"
"289","Shelling damages a revered monastery, and injures some seeking shelter there.","/2022/03/13/world/europe/monastery-shelling-ukraine.html?searchResultPosition=9","The 16th-century monastery is one of the three most sacred sites in Ukraine for Orthodox believers.",2022-03-13,"Andrew E. Kramer"
"290","Chaos of War in Ukraine Could Fuel New Covid Surge, Doctors Say","/2022/03/12/world/europe/covid-ukraine-russia-war.html?searchResultPosition=10","War has pushed Covid out of people’s minds while forcing them into crowded and unsanitary conditions that are fertile ground for the coronavirus, polio and other pathogens.",2022-03-12,"Carlotta Gall"
"291","Diplomacy Quickens to Halt Ukraine War or Stop Its Expansion","/2022/03/14/world/europe/ukraine-russia-diplomacy.html?searchResultPosition=1","Ukraine and Russia held a new round of talks and agreed to resume them on Tuesday, as the United States warned China about helping an increasingly isolated Kremlin and expanding the conflict.",2022-03-14,"Mark Landler and David E. Sanger"
"292","China Sees at Least One Winner Emerging From Ukraine War: China","/2022/03/14/world/asia/china-russia-ukraine.html?searchResultPosition=2","The country’s leaders think it can shield itself from economic and diplomatic fallout and eventually be seen as a pillar of stability.",2022-03-14,"Steven Lee Myers and Chris Buckley"
"293","‘I’m Not Scared of Anything’: Death and Defiance in a Besieged Ukrainian City","/2022/03/15/world/europe/ukraine-mykolaiv-russia-war.html?searchResultPosition=3","The port city of Mykolaiv is being shelled by Russian forces every day. Bodies are piled at the morgue. But residents refuse to succumb.",2022-03-15,NA
"294","European Leaders Brave Russian Bombardment in Visit to Kyiv","/2022/03/15/world/europe/poland-czech-republic-slovenia-kyiv.html?searchResultPosition=4","The prime ministers of Poland, the Czech Republic and Slovenia made the trip as a show of solidarity, but it also bared divisions with other European Union members.",2022-03-15,"Mark Landler and Matina Stevis-Gridneff"
"295","Two Refugees, Both on Poland’s Border. But Worlds Apart.","/2022/03/14/world/europe/ukraine-refugees-poland-belarus.html?searchResultPosition=5","A young man fleeing war in Sudan and a young woman evacuating Ukraine crossed into Poland at the same time. They had very different experiences.",2022-03-14,"Jeffrey Gettleman and Monika Pronczuk"
"296","Impunity for War Crimes in Syria Casts a Grim Shadow Over Ukraine","/2022/03/15/world/middleeast/syria-ukraine-invasion-russia.html?searchResultPosition=6","Syria, with Russian support, used many of the brutal tactics now seen in Ukraine — and its dictator stayed in power. That conflict offers lessons for Russia’s leader, analysts say.",2022-03-15,"Ben Hubbard"
"297","A Chinese video blogger in Odessa challenges Beijing’s version of the war.","/2022/03/15/world/europe/china-blogger-odessa-ukraine-war.html?searchResultPosition=7","Wang Jixian has become one of the boldest voices confronting the Chinese state-controlled media’s narrative, drawing hundreds of thousands of viewers.",2022-03-15,"Chris Buckley"
"298","The U.S. warns China not to give Russia military or economic aid.","/2022/03/14/world/europe/china-russia-military-aid-us.html?searchResultPosition=8","The Kremlin denied the report, and the spokesman for the Chinese Embassy in Washington said he had never heard of the request.",2022-03-14,"Richard Pérez-Pena and David E. Sanger"
"299","Kyiv’s Once-Busy Streets Empty as Russia Targets Capital","/2022/03/14/world/europe/kyiv-ukraine-russia-war.html?searchResultPosition=9","With civilian areas coming under fire and an estimated half the population having fled, the avenues of the Ukrainian capital, under siege by Russian forces, are almost deserted.",2022-03-14,"Carlotta Gall"
"300","Zelensky calls on Russian troops to surrender.","/2022/03/15/world/europe/zelensky-russian-troops-surrender.html?searchResultPosition=10","The Ukrainian leader and the Pentagon have both said some Russian soldiers have surrendered or been captured.",2022-03-14,"Jesus Jiménez"
"301","Ukrainian Forces Strike Back at Russia as Biden Sends More Firepower","/live/2022/03/16/world/ukraine-russia-war/ukraine-counter-offensive-russia?searchResultPosition=1","The attacks in Kyiv and Kherson were aimed at inflicting “maximum losses” against Russia but not regaining territory, while the U.S. pledged $800 million more in military aid.",2022-03-16,"Michael Schwirtz, Valerie Hopkins and Carlotta Gall"
"302","Why Vladimir Putin Invokes Nazis to Justify His Invasion of Ukraine","/2022/03/17/world/europe/ukraine-putin-nazis.html?searchResultPosition=2","The language of Russia’s invasion has been dominated by the word “Nazi” — a puzzling assertion about a country whose leader is Jewish.",2022-03-17,"Anton Troianovski"
"303","Survivors Emerge From a Bombed Theater, but Ukraine’s Suffering Grows","/2022/03/17/world/europe/russia-ukraine-war.html?searchResultPosition=3","Russia continues to devastate cities and hit civilians, as Ukrainian forces strike back and peace talks drag on.",2022-03-17,"Andrew E. Kramer, Michael Schwirtz and Eric Nagourney"
"304","UNESCO will send body armor to Ukrainian journalists.","/2022/03/17/world/europe/ukraine-unesco-body-armor-journalists.html?searchResultPosition=4","The U.N. agency said thousands of Ukrainian journalists with no protective equipment or training were now covering the war. At least four journalists have been killed.",2022-03-17,"Jane Arraf"
"305","An American who traveled to Ukraine for his partner’s treatment is killed.","/live/2022/03/17/world/ukraine-russia-war/an-american-who-traveled-to-ukraine-for-partners-treatment-is-killed?searchResultPosition=5",NA,2022-03-17,"Megan Specia and Michael Schwirtz"
"306","L.G.B.T.Q. activists in Ukraine share the fight against Russia’s invasion.","/2022/03/17/world/russia-ukraine-queer-activists.html?searchResultPosition=6","A pro-Russian puppet government would be less supportive of gay rights, the activists say, and incidents of discrimination would be likely to rise, as they have in Russian-backed separatist regions.",2022-03-17,"Matthew Mpoke Bigg"
"307","Videos show a destroyed Mariupol theater that Ukrainian officials say sheltered hundreds of civilians.","/live/2022/03/16/world/ukraine-russia-war/video-shows-a-destroyed-mariupol-theater-that-ukrainian-officials-say-housed-hundreds-of-civilians?searchResultPosition=7",NA,2022-03-16,"Christoph Koettl, Dmitriy Khavin and Valerie Hopkins"
"308","A Fox News journalist who was injured in Ukraine is now ‘safe.’","/2022/03/16/world/europe/benjamin-hall-fox-news-ukraine-safe.html?searchResultPosition=8","Benjamin Hall was seriously injured in an incident that killed a Fox News cameraman and a young Ukrainian journalist.",2022-03-16,"Michael M. Grynbaum"
"309","Putin’s War on Ukraine Is About Ethnicity and Empire","/2022/03/16/world/europe/putin-war-ukraine-recolonization.html?searchResultPosition=9","Biden’s framework of ‘democracies versus autocracies’ misses the darker source of this war, which has deep roots in Russian history and thought.",2022-03-16,"Steven Erlanger"
"310","Oligarchs Got Richer Despite Sanctions. Will This Time Be Different?","/2022/03/16/world/europe/russia-oligarchs-sanctions-putin.html?searchResultPosition=10","For nearly a decade, sanctions have been little more than names on a list for wealthy Russians. Governments are working to give them bite.",2022-03-16,"Matt Apuzzo and Jane Bradley"
"311","Russia Targets Western Ukraine as Biden Warns Xi Not to Aid Moscow","/2022/03/18/world/europe/russia-ukraine-china-biden.html?searchResultPosition=1","A scramble of diplomatic efforts bears little fruit as Russia intensifies its attacks, including with a bombardment into a relatively unscathed part of western Ukraine.",2022-03-18,"Michael Levenson, Megan Specia and Edward Wong"
"312","Deadly Strike on Ukraine Barracks Punctuates Russian Military Gains","/2022/03/19/world/europe/mariupol-russia-ukraine-war.html?searchResultPosition=2","Ukraine said it had temporarily lost contact with officials in the strategic port city of Mariupol, and a Russian rocket attack on a military site in Mykolaiv left dozens dead.",2022-03-19,"Michael Levenson, Marc Santora and Valerie Hopkins"
"313","Defying China’s Censors to Urge Beijing to Denounce Russia’s War","/2022/03/18/world/asia/china-ukraine-russia-dissent.html?searchResultPosition=3","A persistent minority of Chinese scholars, journalists and citizens is warning Beijing against the risks of supporting the invasion of Ukraine.",2022-03-18,"Chris Buckley"
"314","Kyiv’s Suburbs Become Unlikely Front Line of Ukraine War","/2022/03/18/world/europe/kyiv-suburbs-irpin-ukraine-war-russia.html?searchResultPosition=4","With savage artillery exchanges, the areas on the outskirts of the capital are the scenes of seesaw battles that have stalled the Russian advance for now.",2022-03-18,"Carlotta Gall, Andrew E. Kramer, Yousur Al-Hlou, Masha Froliak, Brent McDonald, Mark Boyer and Benjamin Foley"
"315","Pope Deplores the War in Ukraine but Not the Aggressor","/2022/03/18/world/europe/pope-francis-ukraine-russia-war.html?searchResultPosition=5","Francis has raised his voice against “unacceptable armed aggression” without mentioning President Vladimir V. Putin or Russia. Some analysts say that he risks complicating his legacy.",2022-03-18,"Jason Horowitz"
"316","The battle for Kyiv could be the biggest urban battle in decades.","/live/2022/03/19/world/ukraine-russia-war/the-battle-for-kyiv-could-be-the-biggest-urban-battle-in-decades?searchResultPosition=6","“There’s no talk of capitulation for Kyiv,” said Lt. Tetiana Chornovol, the commander of an anti-tank missile unit on the outskirts of the city.",2022-03-19,"Andrew E. Kramer and Lynsey Addario"
"317","The Battle for Kyiv Looms as a Long and Bloody Conflict","/2022/03/19/world/europe/kyiv-ukraine-russia-war.html?searchResultPosition=7","Ukraine’s capital is the biggest prize of all for the Russian military. If Russia tries to take control, it could lead to one of the biggest urban conflicts since World War II.",2022-03-19,NA
"318","Ukrainian tennis stars trade rackets for rifles in the fight for their country.","/live/2022/03/18/world/ukraine-russia-war/tennis-stars-ukraine-russia-invasion?searchResultPosition=8","Sergiy Stakhovsky, Andriy Medvedev and Alexandr Dolgopolov have gone to Kyiv to fight the invading Russian military.",2022-03-18,"Megan Specia"
"319","Ukraine’s celebrities are dying in the war, adding an extra dimension to the nation’s shock.","/2022/03/19/world/europe/pasha-lee-ukraine-actor-killed.html?searchResultPosition=9",NA,2022-03-19,"Matthew Mpoke Bigg and Ada Petriczko"
"320","As diplomacy drags on, peace seems far off in Ukraine.","/2022/03/18/world/europe/ukraine-russia-peace-talks-diplomacy.html?searchResultPosition=10","Western officials have little optimism that talks between Russia and Ukraine have reached a serious stage or have even confronted the most difficult issues.",2022-03-18,"Steven Erlanger and Patrick Kingsley"
"321","Russians Pound Ukrainian Cities, as Biden Rallies Anti-Kremlin Alliance","/2022/03/21/world/europe/kyiv-mariupol-bombed.html?searchResultPosition=1","A powerful explosion ruined a shopping mall in Kyiv and claimed several lives, while Ukraine refused a Russian demand to surrender the devastated city of Mariupol.",2022-03-21,"Neil MacFarquhar and Andrew E. Kramer"
"322","Russia Broadens Mariupol Assault as Signs of Stalemate Take Shape","/2022/03/20/world/europe/ukraine-russia-war-mariupol.html?searchResultPosition=2","The battle for Mariupol has become a grim symbol of Russia’s superior firepower and its frustration in failing to subjugate Ukraine after more than three weeks of war.",2022-03-20,"Valerie Hopkins, Marc Santora and Catherine Porter"
"323","Ukraine War Threatens to Cause a Global Food Crisis","/2022/03/20/world/americas/ukraine-war-global-food-crisis.html?searchResultPosition=3","A critical share of the world’s food and fertilizer is stuck in Russia and Ukraine, sending global prices soaring and foreshadowing a rise in world hunger.",2022-03-20,"Jack Nicas"
"324","Truth Is Another Front in Putin’s War","/2022/03/20/world/asia/russia-putin-propaganda-media.html?searchResultPosition=4","The Kremlin has used a barrage of increasingly outlandish falsehoods to prop up its overarching claim that the invasion of Ukraine is justified.",2022-03-20,"Steven Lee Myers and Stuart A. Thompson"
"325","As Mariupol Is Bombed and Besieged, Those Trapped Fight to Survive","/2022/03/21/world/europe/ukraine-mariupol-russia-war.html?searchResultPosition=5","For three weeks, the Ukrainian port city has been without water, heat, electricity and all communication under a merciless Russian assault. Here’s what its residents have been enduring.",2022-03-21,"Valerie Hopkins"
"326","An Ancient City Transformed by War","/2022/03/21/world/europe/ukraine-lviv-war.html?searchResultPosition=6","Simple rituals, like having coffee in a cafe in Lviv, Ukraine, take on a new and sometimes surreal meaning in a radically altered context.",2022-03-21,"Marc Santora"
"327","‘I Don’t Have the Right to Cry’: Ukrainian Women Share Their Stories of Escape","/2022/03/20/world/europe/ukraine-women-escape-stories.html?searchResultPosition=7","In war, things can change quickly. A New York Times reporter wanted to capture — in whatever blurry way one can in a war — this moment in this war, three weeks in.",2022-03-20,"Sabrina Tavernise"
"328","Biden warns the private sector that Russia is exploring options for cyberattacks.","/2022/03/21/world/europe/biden-russia-cyberattack.html?searchResultPosition=8","The president cited “evolving intelligence” and urged companies to strengthen their defenses immediately.",2022-03-21,"Zolan Kanno-Youngs"
"329","In Warsaw, a Network of Support Greets Those Crossing the Polish Border","/2022/03/21/world/europe/polish-border-refugees.html?searchResultPosition=9","A sprawling expo center in the Polish capital has given some 25,000 refugees a safe place to recharge before journeying on.",2022-03-21,"Megan Specia"
"330","Russian Soldiers Took Their City, Then Their Homes","/2022/03/20/world/europe/russian-soldiers-video-kyiv-invasion.html?searchResultPosition=10","As Russian forces pushed toward Kyiv, they stormed an apartment complex in a nearby suburb and held residents hostage. Some of it was caught on camera.",2022-03-20,"Brenna Smith and Masha Froliak"
"331","How Ukraine’s Outgunned Air Force Is Fighting Back Against Russian Jets","/2022/03/22/world/europe/ukraine-air-force-russia.html?searchResultPosition=1","Aerial dogfights. Top Gun-style duels. Ukraine’s fighter pilots are badly outnumbered but have so far kept Russia from controlling the skies.",2022-03-22,"Maria Varenikova and Andrew E. Kramer"
"332","Ukrainians Try to Push Back Russian Forces Pummeling Their Cities","/2022/03/22/world/europe/ukrainians-fight-russian-invasion.html?searchResultPosition=2","Desperate fighting has shifted the front lines but neither side seems to have a decisive upper hand as Ukraine’s suffering deepens.",2022-03-22,"Neil MacFarquhar"
"333","As Russia Stalls in Ukraine, Dissent Brews Over Putin’s Leadership","/2022/03/22/world/europe/putin-russia-military-planning.html?searchResultPosition=3","Military losses have mounted, progress has slowed, and a blame game has begun among some Russian supporters of the war.",2022-03-22,"Anton Troianovski and Michael Schwirtz"
"334","As Biden Visits Europe Over Crisis, NATO Says It’s Doubling Eastern Flank Forces","/2022/03/23/world/europe/russia-ukraine-war-biden-nato.html?searchResultPosition=4","The alliance also said it would assist Ukraine because of chemical, biological and nuclear threats posed by Russia in the month-old invasion.",2022-03-23,"Matina Stevis-Gridneff, David E. Sanger and Rick Gladstone"
"335","Putin’s climate envoy steps down from his Kremlin post, reportedly over the Ukraine war.","/2022/03/23/world/europe/russia-anatoly-chubais-quits.html?searchResultPosition=5","The envoy, Anatoly Chubais, was reported to have become the senior-most Russian government official to quit over the invasion.",2022-03-23,"Anton Troianovski"
"336","A Town on Ukraine’s Edge, Determined to Escape Its Past","/2022/03/23/world/asia/ukraine-poland-border-przemysl.html?searchResultPosition=6","Przemysl’s history has been intertwined with war. This time, like much of Poland, it wants to do things differently.",2022-03-23,"Monika Pronczuk, Jeffrey Gettleman and Erin Schaff"
"337","Russia’s combat force has shrunk, a Pentagon official says, reflecting casualties and other struggles.","/2022/03/22/world/europe/russia-ukraine-pentagon.html?searchResultPosition=7","The official said that Russian forces were “struggling on many fronts,” and that there were indications that some troops had been evacuated with frostbite.",2022-03-22,"John Ismay"
"338","China Takes a Back Seat in International Diplomacy Over Ukraine","/2022/03/22/world/asia/china-ukraine-russia-diplomacy.html?searchResultPosition=8","Despite its economic and military might and close ties to Russia, China has balked at trying to press Vladimir Putin to stop the fighting.",2022-03-22,"Steven Lee Myers and Chris Buckley"
"339","Ukraine War Ignites Israeli Debate Over Purpose of a Jewish State","/2022/03/23/world/middleeast/israel-ukraine-refugees-jewish.html?searchResultPosition=9","Most Ukrainians seeking refuge in Israel are non-Jews. Some Israelis see a moral imperative to take them in, but others see a threat to the country’s Jewish character.",2022-03-23,"Isabel Kershner"
"340","Could a Crackdown on Kleptocrats Help Ukraine?","/2022/03/23/world/russian-oligarchs-ukraine.html?searchResultPosition=10","Russian oligarchs helped boost Vladimir V. Putin’s influence in the West. Can sanctions turn that pressure back on him?",2022-03-23,"Amanda Taub"
"341","Ukraine Tries to Seize Momentum With Claims of Counteroffensive","/2022/03/24/world/ukraine-counteroffensive-russia-war.html?searchResultPosition=1","The picture on the ground is muddy and it’s unclear how much territory Ukraine has gained back. But its announcement of a counteroffensive has enhanced the notion that it is taking the fight to the enemy.",2022-03-24,"Andrew E. Kramer"
"342","Russia Signals Redefined Goals in Ukraine War as Its Advances Stall","/2022/03/25/world/europe/russia-ukraine-war-goals.html?searchResultPosition=2","The Russian Defense Ministry suggested its forces would concentrate on securing the eastern part of Ukraine, where Kremlin-backed separatists have long been fighting.",2022-03-25,"Anton Troianovski, Michael D. Shear and Michael Levenson"
"343","Biden and his allies vow to take a tougher stance; Ukraine counteroffensive enters its second week","/2022/03/24/world/europe/biden-europe-russia-putin-ukraine.html?searchResultPosition=3","In a day of summit meetings, President Biden and his counterparts faced the prospect of Russia using weapons of mass destruction. Mr. Biden said the United States would admit 100,000 Ukrainian refugees.",2022-03-24,"Michael D. Shear and Matina Stevis-Gridneff"
"344","Ukraine’s troops begin a counteroffensive that alters shape of the battle with Russia.","/2022/03/24/world/europe/ukraine-counteroffensive-russia.html?searchResultPosition=4","Although their claimed gains in territory are hard to quantify or verify, this picture of Ukrainian progress is aiding the country’s messaging to its citizens and to the world.",2022-03-24,"Andrew E. Kramer"
"345","‘A Frightening Repeat’: Ukrainian World War II Survivors Face Conflict Again","/2022/03/24/world/ukranian-ww2-survivors.html?searchResultPosition=5","Nearly 80 years after Ukraine emerged from a devastating world war that killed more than five million of its people, Russia’s invasion has stirred memories that the country had struggled to overcome.",2022-03-24,"Emma Bubola"
"346","‘Like a Weapon’: Ukrainians Use Social Media to Stir Resistance","/2022/03/25/world/europe/ukraine-war-social-media.html?searchResultPosition=6","Photos and videos of the war’s horrors have spread quickly, searing into the global public consciousness and providing powerful ammunition in the information battle.",2022-03-25,"Megan Specia"
"347","Ukrainian Refugee Wins Women’s Race at the Jerusalem Marathon","/2022/03/25/world/europe/ukraine-valentyna-veretska-jerusalem-marathon.html?searchResultPosition=7","Valentyna Vereteska fled from Mykolaiv, Ukraine, to Poland with her 11-year-old daughter a month ago.",2022-03-25,"Nadav Gavrielov"
"348","Belarusian Exiles in Ukraine Join the Fight Against a Common Foe: Russia","/2022/03/24/world/europe/ukraine-belarus-russia-exiles.html?searchResultPosition=8","Eager, but ill equipped, some of Belarus’s exiles have formed a battalion in their host country, saying its fight against Vladimir Putin’s domination is the same as their homeland’s.",2022-03-24,"Valerie Hopkins"
"349","Long on Europe’s Fringe, Poland Takes Center Stage as War Rages in Ukraine","/2022/03/25/world/europe/poland-ukraine-russia.html?searchResultPosition=9","Poland’s right-wing populist government has been embraced by both Brussels and Washington as a linchpin of Western solidarity and security.",2022-03-25,"Andrew Higgins"
"350","How One Month of War in Ukraine Ground to a Bloody Stalemate","/2022/03/24/world/europe/ukraine-war-russia-stalemate.html?searchResultPosition=10","In four weeks, huge numbers of civilians have been bombed and displaced, but Russia has so far achieved almost none of its military objectives, analysts say.",2022-03-24,"Marc Santora"
"351","As the war in Ukraine moves into its second month, fears grow of Mariupol’s fall to Russia.","/2022/03/27/world/europe/russia-ukraine-war-combat.html?searchResultPosition=1","Ukraine’s top military intelligence officer suggested that Russia was changing its military focus to the south and east and might be trying to divide the country.",2022-03-27,"Carlotta Gall"
"352","At the Edge of Kyiv, Ukrainians Show Off Their Counteroffensive","/2022/03/26/world/europe/kyiv-ukraine-counteroffensive.html?searchResultPosition=2","Destroyed tanks and body parts are all that are left of a Russian advance, part of the larger battle to block the invaders’ attempt to enter or encircle the capital.",2022-03-26,"Carlotta Gall and Ivor Prickett"
"353","Zelensky Gives Interview to Russian Journalists. Moscow Orders It Quashed.","/2022/03/27/world/europe/russia-media-zelensky.html?searchResultPosition=3","The remarkable interview was still published by journalists outside of Russia, an episode that laid bare the extraordinary, and partly successful, efforts at censorship by Moscow.",2022-03-27,"Anton Troianovski and Ivan Nechepurenko"
"354","In a Fiery Speech, Biden Warns of a Battle Between ‘Liberty and Repression’","/2022/03/26/world/europe/russia-ukraine-biden.html?searchResultPosition=4","The president warned Western nations that the fight against autocracy would be costly and could be lengthy.",2022-03-26,"Michael D. Shear, David E. Sanger and Michael Levenson"
"355","A history of the tensions between Ukraine and Russia.","/2022/03/26/world/europe/ukraine-russia-tensions-timeline.html?searchResultPosition=5","Here is a look at some key events in the run-up to Russia’s invasion of Ukraine.",2022-03-26,"Matthew Mpoke Bigg"
"356","Ukrainians say Russians are withdrawing through Chernobyl to regroup in Belarus.","/live/2022/03/27/world/ukraine-russia-war/ukraine-russia-chernobyl-belarus-withdrawal-regroup?searchResultPosition=6",NA,2022-03-27,"Maria Varenikova"
"357","Blinken to Press Mideast Allies for Stronger Support for Ukraine","/2022/03/27/world/middleeast/blinken-mideast-ukraine.html?searchResultPosition=7","The countries, which have their own relationships with Russia, have provided some modest backing, but Secretary of State Antony J. Blinken will ask for more.",2022-03-27,"Lara Jakes"
"358","Missiles hit targets in Lviv, 50 miles from the Polish border.","/live/2022/03/27/world/ukraine-russia-war/lviv-missile-strike?searchResultPosition=8","The major city in western Ukraine, Lviv had largely been spared from Russian bombardment. It has become the a haven for people fleeing the devastation farther east.",2022-03-26,"Valerie Hopkins"
"359","In Lviv, New Russian Strikes Pierce the Sense of Security in West","/2022/03/27/world/europe/lviv-ukraine-russia-missile-strikes.html?searchResultPosition=9","Residents in the western city of Lviv once ignored the air raid sirens. But Russian rocket attacks over the weekend have brought the war closer to their doorstep.",2022-03-27,"Valerie Hopkins"
"360","Afghan Refugees in U.K. Are Still in Limbo as Ukrainians Arrive","/2022/03/26/world/europe/uk-afghan-refugees-ukraine.html?searchResultPosition=10","Some 12,000 Afghans who fled to Britain have been living in hotels for months awaiting permanent housing. This has raised questions about the country’s ability to take in many more escaping Ukraine.",2022-03-26,"Megan Specia"
"361","In Kyiv Suburb, Ukrainian Military Claims a Big Prize","/2022/03/29/world/ukraine-russia-kyiv-irpin.html?searchResultPosition=1","Ukrainian soldiers have essentially retaken, for now, the town of Irpin, the scene of fierce fighting in recent weeks. Its success shows the steep challenges Russia faces in trying to capture Ukraine’s capital.",2022-03-29,"Andrew E. Kramer and Daniel Berehulak"
"362","Ukraine Claims Some Battle Successes as Russia Focuses on Another Front","/2022/03/28/world/europe/irpin-donbas-poison.html?searchResultPosition=2","With the fighting raging and sputtering attempts at diplomacy continuing, diplomacy between the two sides was continuing, with talks planned in Istanbul on Tuesday.",2022-03-28,"Andrew E. Kramer and Steven Erlanger"
"363","A Brutal Russian Playbook Reapplied in Ukraine","/2022/03/29/world/europe/russia-chechnya-grozny-ukraine.html?searchResultPosition=3","The besieging of cities, the deliberate targeting of civilians — they are the tactics Russia used before, in Grozny. I saw it firsthand.",2022-03-29,"Carlotta Gall"
"364","Peace Talks Produce Signs of Progress, but No End to War Is in Sight","/2022/03/29/world/europe/peace-talks-russia-ukraine.html?searchResultPosition=4","Russia said it would “drastically” reduce military activity around Kyiv, while Ukraine said it would be willing to accept neutrality and discuss territorial claims to resolve the conflict.",2022-03-29,"Anton Troianovski"
"365","Germany’s New Muscular Foreign Policy ‘Lies in the Hands of Strong Women’","/2022/03/29/world/europe/germany-women-ukraine-war.html?searchResultPosition=5","Angela Merkel is no longer chancellor. But as war rages in Ukraine, a mere 10-hour drive from Berlin, female ministers oversee national security.",2022-03-29,"Katrin Bennhold and Steven Erlanger"
"366","Orthodox leader calls the invasion of Ukraine ‘atrocious,’ but stops short of denouncing Putin by name.","/live/2022/03/29/world/ukraine-russia-war/orthodox-leader-calls-the-invasion-of-ukraine-atrocious-but-stops-short-of-denouncing-putin-by-name?searchResultPosition=6",NA,2022-03-29,"Sophie Downes"
"367","A video shows Russian prisoners of war in Ukraine being beaten and shot in their legs.","/live/2022/03/28/world/ukraine-russia-war/a-video-shows-russian-prisoners-of-war-in-ukraine-being-beaten-and-shot-in-their-legs?searchResultPosition=7",NA,2022-03-28,"Haley Willis"
"368","A Vow to Ease Bombing Is Too Late for Many in Ukraine City Near Kyiv","/2022/03/29/world/europe/chernihiv-kyiv-ukraine-russia.html?searchResultPosition=8","Russia’s offer, if honored, will not help the thousands who have already fled Chernihiv.",2022-03-29,"Carlotta Gall"
"369","Sanctioned Oligarch’s Presence Adds Intrigue to Ukraine-Russia Talks","/2022/03/29/world/europe/ukraine-russia-abramovich-oligarchs.html?searchResultPosition=9","Roman Abramovich, sanctioned owner of the Chelsea Football Club, mysteriously showed up at the talks between Ukraine and Russia in Istanbul, and is said to be playing an unofficial role.",2022-03-29,"Valerie Hopkins"
"370","How Russia Is Using Ukrainians’ Hunger as a Weapon of War","/2022/03/29/world/europe/mariupol-ukraine-russia-war-food-water.html?searchResultPosition=10","Residents of Mariupol, Ukraine, described how they are surviving a monthlong siege of the southern port with little food and other necessities. “No roof, no food and no water,” survivors texted relatives.",2022-03-29,"Valerie Hopkins, Ben Hubbard and Gina Kolata"
"371","A Nation of Spy-Catchers: Fear of Saboteurs Has Ukrainians on Edge","/2022/03/31/world/europe/ukraine-spies-saboteurs.html?searchResultPosition=1","There are checkpoints, hotlines and apps for reporting suspicious activities. Ukrainians worry about saboteurs mixing among them, sowing mistrust and spreading misinformation.",2022-03-31,"Valerie Hopkins"
"372","‘Like Living in a Horror Movie’: A Ukraine Town Dying a Slow Death","/2022/03/30/world/europe/ukraine-front-lines-russia-war.html?searchResultPosition=2","The war never stops in Huliaipole, a town on the front lines in eastern Ukraine. Most residents have fled. Those who remain listen to the Russian shelling and wonder: Where will the next one land?",2022-03-30,"Thomas Gibbons-Neff, Natalia Yermak and Tyler Hicks"
"373","In European Classrooms, Questions About a War So Close to Home","/2022/03/31/world/europe/ukraine-war-schools.html?searchResultPosition=3","As many in Europe have grappled with the shock of facing a war on their doorstep, teachers say they are facing tough questions posed about the conflict by worried children.",2022-03-31,"Emma Bubola"
